         116   39863.000    
         242   15337.000    
         327   40316.000    
         480   5339.0000    
         595   4765.0000    
         744   5059.0000    
         822   3583.0000    
        1022   8741.0000    
        1207   3609.0000    
        1355   8311.0000    
        1579   16325.000    
        1727   9213.0000    
        1813   5425.0000    
        1945   17687.000    
        2065   9786.0000    
        2144   3527.0000    
        2224   6777.0000    
        2352   11546.000    
        2424   9729.0000    
        2551   9212.0000    
        2728   12200.000    
        2883   15456.000    
        2999   4071.0000    
        3170   5097.0000    
        3325   8579.0000    
        3491   2964.0000    
        3558   9444.0000    
        3722   10441.000    
        3833   5990.0000    
        3919   6634.0000    
        4164   8215.0000    
        4272   6728.0000    
        4344   10961.000    
        4484   17177.000    
        4614   16099.000    
        4695   6310.0000    
        4855   10740.000    
        5079   4794.0000    
        5177   7836.0000    
        5266   12920.000    
        5401   4968.0000    
        5474   15745.000    
        5669   8086.0000    
        5807   30482.000    
        5974   7189.0000    
        6058   3632.0000    
        6214   11438.000    
        6380   10588.000    
        6583   2247.0000    
        6694   6784.0000    
        6897   11147.000    
        6961   6918.0000    
        7047   2651.0000    
        7193   6933.0000    
        7323   20624.000    
        7431   11412.000    
        7549   31717.000    
        7649   10661.000    
        7767   13169.000    
        7832   6990.0000    
        7969   17133.000    
        8043   15676.000    
        8107   14785.000    
        8235   5952.0000    
        8370   29957.000    
        8519   6231.0000    
        8624   16134.000    
        8699   7108.0000    
        8863   32637.000    
        8985   21105.000    
